state,candidate_name,pct_estimate,pct_trend_adjusted,date
California,Trump,33.2904,32.66343,19/03/2020
California,Biden,59.74678,59.8525,18/03/2020
California,Trump,33.32288,32.34921,18/03/2020
California,Biden,59.74678,59.8525,17/03/2020
California,Trump,33.32288,32.34921,17/03/2020
California,Biden,59.74607,59.8493,16/03/2020
California,Trump,33.29955,32.38839,16/03/2020
California,Biden,59.75137,59.93021,15/03/2020
California,Trump,33.30468,32.60577,15/03/2020
California,Biden,59.72751,59.98451,14/03/2020
California,Trump,33.27554,32.63419,14/03/2020
California,Biden,59.72821,59.98533,13/03/2020
California,Trump,33.27467,32.63766,13/03/2020
California,Biden,59.73003,59.81937,12/03/2020
California,Trump,33.27369,32.67084,12/03/2020
California,Biden,59.7284,59.76413,11/03/2020
California,Trump,33.26695,32.66067,11/03/2020
California,Biden,59.76244,59.89449,10/03/2020
California,Trump,33.21709,32.50431,10/03/2020
California,Biden,59.74746,59.91179,09/03/2020
California,Trump,33.21415,32.55934,09/03/2020
California,Biden,59.7136,59.97824,08/03/2020
California,Trump,33.27313,32.69674,08/03/2020
California,Biden,59.71182,59.87533,07/03/2020
California,Trump,33.27547,33.01529,07/03/2020
California,Biden,59.71457,59.77269,06/03/2020
California,Trump,33.27312,33.12683,06/03/2020
California,Biden,59.71436,59.77222,05/03/2020
California,Trump,33.27338,33.12731,05/03/2020
California,Biden,59.71336,59.77122,04/03/2020
California,Trump,33.27442,33.1284,04/03/2020
California,Biden,59.71408,59.76839,03/03/2020
California,Trump,33.27337,33.13355,03/03/2020
California,Biden,59.71457,59.76529,02/03/2020
California,Trump,33.2728,33.13175,02/03/2020
California,Biden,59.12759,59.09698,01/03/2020
California,Trump,34.38832,34.35703,01/03/2020
California,Biden,59.12759,59.09698,29/02/2020
California,Trump,34.38832,34.35703,29/02/2020
California,Biden,59.1277,59.11507,28/02/2020
California,Trump,34.38754,34.33781,28/02/2020
California,Biden,59.02079,58.83422,27/02/2020
California,Trump,34.66504,34.69761,27/02/2020
Florida,Biden,49.09162,49.08035,03/11/2020
Florida,Trump,46.68101,46.61909,03/11/2020
Florida,Biden,40.3083,40.22939,03/11/2020
Florida,Trump,40.32328,40.29968,03/11/2020
Florida,Biden,49.09162,49.08035,02/11/2020
Florida,Trump,46.68101,46.61909,02/11/2020
Florida,Biden,40.3083,40.22939,02/11/2020
Florida,Trump,40.32328,40.29968,02/11/2020
Florida,Biden,48.78336,48.78524,01/11/2020
Florida,Trump,46.5335,46.55763,01/11/2020
Florida,Biden,40.21909,40.20689,01/11/2020
Florida,Trump,40.34293,40.36472,01/11/2020
Florida,Biden,48.75563,48.73904,31/10/2020
Florida,Trump,46.56671,46.7349,31/10/2020
Florida,Biden,40.21037,40.23581,31/10/2020
Florida,Trump,40.31311,40.39069,31/10/2020
Florida,Biden,48.80801,48.77758,30/10/2020
Florida,Trump,46.36434,46.54689,30/10/2020
Florida,Biden,40.29066,40.33367,30/10/2020
Florida,Trump,40.15063,40.29258,30/10/2020
Florida,Biden,48.70482,48.68329,29/10/2020
Florida,Trump,46.3563,46.50365,29/10/2020
Florida,Biden,40.26293,40.33134,29/10/2020
Florida,Trump,40.35724,40.34748,29/10/2020
Florida,Biden,48.77295,48.72526,28/10/2020
Florida,Trump,46.98642,47.22987,28/10/2020
Florida,Biden,40.31881,40.40734,28/10/2020
Florida,Trump,40.51587,40.67785,28/10/2020
Florida,Biden,48.88217,48.85201,27/10/2020
Florida,Trump,46.54902,46.83543,27/10/2020
Florida,Biden,40.43335,40.69571,27/10/2020
Florida,Trump,40.15217,40.35045,27/10/2020
Florida,Biden,49.16414,49.20995,26/10/2020
Florida,Trump,46.71478,46.93585,26/10/2020
Florida,Biden,40.06955,40.38974,26/10/2020
Florida,Trump,40.24831,40.42084,26/10/2020
Florida,Biden,49.0727,49.09659,25/10/2020
Florida,Trump,46.5062,46.73693,25/10/2020
Florida,Biden,40.05529,40.23406,25/10/2020
Florida,Trump,40.1963,40.51602,25/10/2020
Florida,Biden,48.84332,48.84657,24/10/2020
Florida,Trump,46.21202,46.42041,24/10/2020
Florida,Biden,39.86451,40.0766,24/10/2020
Florida,Trump,39.94128,40.25064,24/10/2020
Florida,Biden,48.95581,49.00175,23/10/2020
Florida,Trump,45.60936,45.7004,23/10/2020
Florida,Biden,40.12186,40.34581,23/10/2020
Florida,Trump,39.88451,39.89012,23/10/2020
Florida,Biden,49.16293,49.21829,22/10/2020
Florida,Trump,45.42012,45.45075,22/10/2020
Florida,Biden,40.19642,40.38067,22/10/2020
Florida,Trump,40.05463,39.97785,22/10/2020
Florida,Biden,48.99514,49.06839,21/10/2020
Florida,Trump,45.44283,45.46817,21/10/2020
Florida,Biden,40.19771,40.3548,21/10/2020
Florida,Trump,39.94505,39.82555,21/10/2020
Florida,Biden,48.7886,48.8889,20/10/2020
Florida,Trump,45.36445,45.33245,20/10/2020
Florida,Biden,40.21278,40.37279,20/10/2020
Florida,Trump,39.9044,39.69102,20/10/2020
Florida,Biden,48.85613,49.01377,19/10/2020
Florida,Trump,45.26435,45.21059,19/10/2020
Florida,Biden,40.26158,40.41011,19/10/2020
Florida,Trump,40.20279,39.9154,19/10/2020
Florida,Biden,48.84776,49.05043,18/10/2020
Florida,Trump,45.24199,45.19418,18/10/2020
Florida,Biden,40.39704,40.46461,18/10/2020
Florida,Trump,40.30803,39.89833,18/10/2020
Florida,Biden,48.85631,49.07163,17/10/2020
Florida,Trump,45.19509,45.12068,17/10/2020
Florida,Biden,40.3755,40.3606,17/10/2020
Florida,Trump,40.18699,39.71658,17/10/2020
Florida,Biden,48.80623,49.0326,16/10/2020
Florida,Trump,45.18525,45.09919,16/10/2020
Florida,Biden,40.23498,40.12511,16/10/2020
Florida,Trump,40.09118,39.53556,16/10/2020
Florida,Biden,48.88311,49.14656,15/10/2020
Florida,Trump,45.04637,44.97905,15/10/2020
Florida,Biden,40.25573,40.11059,15/10/2020
Florida,Trump,40.09539,39.52929,15/10/2020
Florida,Biden,48.88358,49.07931,14/10/2020
Florida,Trump,45.06796,44.97993,14/10/2020
Florida,Biden,40.23327,40.06936,14/10/2020
Florida,Trump,40.07269,39.49448,14/10/2020
Florida,Biden,49.00886,49.3816,13/10/2020
Florida,Trump,45.01161,44.87617,13/10/2020
Florida,Biden,40.33187,39.9928,13/10/2020
Florida,Trump,40.26697,39.31553,13/10/2020
Florida,Biden,48.84967,49.22459,12/10/2020
Florida,Trump,44.89348,44.71474,12/10/2020
Florida,Biden,40.22882,39.76644,12/10/2020
Florida,Trump,40.17397,39.02372,12/10/2020
Florida,Biden,48.5138,49.04443,11/10/2020
Florida,Trump,44.9191,44.56721,11/10/2020
Florida,Biden,40.47673,39.96614,11/10/2020
Florida,Trump,41.16439,39.61243,11/10/2020
Florida,Biden,48.47393,48.91985,10/10/2020
Florida,Trump,44.95658,44.57918,10/10/2020
Florida,Biden,40.50212,39.93239,10/10/2020
Florida,Trump,41.41902,39.77735,10/10/2020
Florida,Biden,48.48263,48.93121,09/10/2020
Florida,Trump,44.94643,44.5935,09/10/2020
Florida,Biden,40.70576,39.87144,09/10/2020
Florida,Trump,41.48723,39.7298,09/10/2020
Florida,Biden,48.46399,48.83606,08/10/2020
Florida,Trump,44.87201,44.58917,08/10/2020
Florida,Biden,40.48824,39.53385,08/10/2020
Florida,Trump,41.16846,39.71478,08/10/2020
Florida,Biden,48.77531,49.06376,07/10/2020
Florida,Trump,44.70884,44.4448,07/10/2020
Florida,Biden,40.28708,39.53563,07/10/2020
Florida,Trump,40.69057,39.48205,07/10/2020
Florida,Biden,48.27396,48.6235,06/10/2020
Florida,Trump,45.40642,45.15084,06/10/2020
Florida,Biden,40.81557,39.55365,06/10/2020
Florida,Trump,41.96515,39.90125,06/10/2020
Florida,Biden,47.87219,48.05074,05/10/2020
Florida,Trump,45.24372,45.02858,05/10/2020
Florida,Biden,40.84454,39.13969,05/10/2020
Florida,Trump,42.4727,39.95226,05/10/2020
Florida,Biden,47.87156,48.01141,04/10/2020
Florida,Trump,45.22181,45.10582,04/10/2020
Florida,Biden,40.95373,39.16866,04/10/2020
Florida,Trump,42.41821,40.02626,04/10/2020
Florida,Biden,47.87041,47.93687,03/10/2020
Florida,Trump,45.22305,45.22743,03/10/2020
Florida,Biden,40.8905,39.02057,03/10/2020
Florida,Trump,42.40667,39.99223,03/10/2020
Florida,Biden,47.92384,48.00312,02/10/2020
Florida,Trump,45.87243,45.96159,02/10/2020
Florida,Biden,41.60198,39.22701,02/10/2020
Florida,Trump,43.53833,40.7509,02/10/2020
Florida,Biden,47.91017,48.08801,01/10/2020
Florida,Trump,45.97505,45.83432,01/10/2020
Florida,Biden,41.92833,39.55373,01/10/2020
Florida,Trump,43.85297,40.39139,01/10/2020
Florida,Biden,47.90981,47.95775,30/09/2020
Florida,Trump,45.97918,45.9422,30/09/2020
Florida,Biden,42.39025,39.94992,30/09/2020
Florida,Trump,44.32758,40.92715,30/09/2020
Florida,Biden,47.92003,47.91459,29/09/2020
Florida,Trump,46.01076,46.13771,29/09/2020
Florida,Biden,41.61774,39.81259,29/09/2020
Florida,Trump,43.56395,41.73225,29/09/2020
Florida,Biden,47.97713,47.9419,28/09/2020
Florida,Trump,46.10937,46.24948,28/09/2020
Florida,Biden,42.07936,40.16857,28/09/2020
Florida,Trump,44.09319,42.27814,28/09/2020
Florida,Biden,47.97853,47.97069,27/09/2020
Florida,Trump,46.11283,46.19852,27/09/2020
Florida,Biden,42.0767,40.2268,27/09/2020
Florida,Trump,44.10642,42.38868,27/09/2020
Florida,Biden,47.97788,47.95317,26/09/2020
Florida,Trump,46.11119,46.26423,26/09/2020
Florida,Biden,42.08927,40.34377,26/09/2020
Florida,Trump,44.09451,42.66868,26/09/2020
Florida,Biden,47.98574,47.92481,25/09/2020
Florida,Trump,46.11866,46.24452,25/09/2020
Florida,Biden,42.03923,40.53783,25/09/2020
Florida,Trump,44.06876,42.84683,25/09/2020
Florida,Biden,48.06333,47.98621,24/09/2020
Florida,Trump,46.30822,46.45083,24/09/2020
Florida,Biden,42.15949,40.80083,24/09/2020
Florida,Trump,44.2079,43.18917,24/09/2020
Florida,Biden,48.08102,48.03199,23/09/2020
Florida,Trump,46.31086,46.39767,23/09/2020
Florida,Biden,42.14531,40.75166,23/09/2020
Florida,Trump,44.18737,43.22886,23/09/2020
Florida,Biden,48.14738,48.10664,22/09/2020
Florida,Trump,45.87825,46.06504,22/09/2020
Florida,Biden,43.05426,41.34668,22/09/2020
Florida,Trump,45.39947,44.54455,22/09/2020
Florida,Biden,48.15476,48.07137,21/09/2020
Florida,Trump,45.90199,46.03895,21/09/2020
Florida,Biden,42.86116,41.52404,21/09/2020
Florida,Trump,45.28273,44.74278,21/09/2020
Florida,Biden,48.12708,48.07166,20/09/2020
Florida,Trump,45.8828,46.0331,20/09/2020
Florida,Biden,43.05587,41.67502,20/09/2020
Florida,Trump,45.43348,44.93856,20/09/2020
Florida,Biden,48.15832,48.00675,19/09/2020
Florida,Trump,45.7687,45.86059,19/09/2020
Florida,Biden,43.43059,42.25926,19/09/2020
Florida,Trump,45.6901,45.58585,19/09/2020
Florida,Biden,48.15536,48.01755,18/09/2020
Florida,Trump,45.76651,45.85771,18/09/2020
Florida,Biden,43.46067,42.42713,18/09/2020
Florida,Trump,45.7154,45.69706,18/09/2020
Florida,Biden,48.17895,48.00371,17/09/2020
Florida,Trump,45.75699,45.96542,17/09/2020
Florida,Biden,43.77765,42.84688,17/09/2020
Florida,Trump,45.95029,46.25363,17/09/2020
Florida,Biden,48.64319,48.48328,16/09/2020
Florida,Trump,46.02497,46.15711,16/09/2020
Florida,Biden,43.71746,43.03759,16/09/2020
Florida,Trump,45.93459,46.33158,16/09/2020
Florida,Biden,48.62032,48.54315,15/09/2020
Florida,Trump,45.99263,46.14991,15/09/2020
Florida,Biden,44.02548,43.3694,15/09/2020
Florida,Trump,46.1242,46.60309,15/09/2020
Florida,Biden,48.64619,48.57256,14/09/2020
Florida,Trump,45.79339,46.00172,14/09/2020
Florida,Biden,44.6828,44.21265,14/09/2020
Florida,Trump,46.31594,47.26258,14/09/2020
Florida,Biden,48.63848,48.60659,13/09/2020
Florida,Trump,45.7885,45.96894,13/09/2020
Florida,Biden,44.73703,44.4053,13/09/2020
Florida,Trump,46.35381,47.3022,13/09/2020
Florida,Biden,48.64315,48.57382,12/09/2020
Florida,Trump,45.79555,45.84901,12/09/2020
Florida,Biden,44.69098,44.61196,12/09/2020
Florida,Trump,46.34955,47.31458,12/09/2020
Florida,Biden,48.66807,48.59358,11/09/2020
Florida,Trump,45.81323,45.86716,11/09/2020
Florida,Biden,44.50103,44.4458,11/09/2020
Florida,Trump,46.26035,47.2544,11/09/2020
Florida,Biden,48.64732,48.57759,10/09/2020
Florida,Trump,45.79297,45.85051,10/09/2020
Florida,Biden,44.73799,44.70201,10/09/2020
Florida,Trump,46.38818,47.23357,10/09/2020
Florida,Biden,48.69485,48.5996,09/09/2020
Florida,Trump,45.76943,45.81585,09/09/2020
Florida,Biden,44.7694,44.83495,09/09/2020
Florida,Trump,46.32693,47.16889,09/09/2020
Florida,Biden,48.31046,48.25331,08/09/2020
Florida,Trump,46.25149,46.44715,08/09/2020
Florida,Biden,46.01995,46.28228,08/09/2020
Florida,Trump,46.42907,47.78772,08/09/2020
Florida,Biden,48.57185,48.49908,07/09/2020
Florida,Trump,45.48372,45.79644,07/09/2020
Florida,Biden,46.36875,47.16445,07/09/2020
Florida,Trump,44.86349,47.19099,07/09/2020
Florida,Biden,48.57604,48.50466,06/09/2020
Florida,Trump,45.48219,45.72796,06/09/2020
Florida,Biden,46.34875,47.1729,06/09/2020
Florida,Trump,44.84376,47.05264,06/09/2020
Florida,Biden,48.57186,48.49677,05/09/2020
Florida,Trump,45.48003,45.73452,05/09/2020
Florida,Biden,46.36572,47.15322,05/09/2020
Florida,Trump,44.85587,46.89826,05/09/2020
Florida,Biden,48.57284,48.49329,04/09/2020
Florida,Trump,45.48,45.71104,04/09/2020
Florida,Biden,46.3607,47.14874,04/09/2020
Florida,Trump,44.84855,46.80849,04/09/2020
Florida,Biden,48.81377,48.6715,03/09/2020
Florida,Trump,45.21091,45.40815,03/09/2020
Florida,Biden,47.09379,47.76566,03/09/2020
Florida,Trump,44.70654,46.55274,03/09/2020
Florida,Biden,49.41183,49.25926,02/09/2020
Florida,Trump,44.72314,45.11409,02/09/2020
Florida,Biden,45.08467,47.47857,02/09/2020
Florida,Trump,41.68332,44.97634,02/09/2020
Florida,Biden,49.41879,49.30863,01/09/2020
Florida,Trump,44.4458,45.09218,01/09/2020
Florida,Biden,43.56503,47.07223,01/09/2020
Florida,Trump,41.22384,44.24865,01/09/2020
Florida,Biden,49.32649,49.22866,31/08/2020
Florida,Trump,43.95296,44.68665,31/08/2020
Florida,Biden,42.43867,46.73046,31/08/2020
Florida,Trump,40.00903,42.71891,31/08/2020
Florida,Biden,49.29842,49.1295,30/08/2020
Florida,Trump,43.92705,43.85545,30/08/2020
Florida,Biden,42.47534,46.96758,30/08/2020
Florida,Trump,40.03681,41.77016,30/08/2020
Florida,Biden,49.27234,49.24901,29/08/2020
Florida,Trump,43.90771,43.82327,29/08/2020
Florida,Biden,42.42139,47.14333,29/08/2020
Florida,Trump,40.06292,41.44411,29/08/2020
Florida,Biden,49.35464,49.27498,28/08/2020
Florida,Trump,43.97162,43.65913,28/08/2020
Florida,Biden,42.25087,46.82411,28/08/2020
Florida,Trump,39.93405,40.47705,28/08/2020
Florida,Biden,49.32121,49.19095,27/08/2020
Florida,Trump,43.93258,44.05255,27/08/2020
Florida,Biden,42.39153,45.64594,27/08/2020
Florida,Trump,39.95745,40.14612,27/08/2020
Florida,Biden,49.32062,49.18637,26/08/2020
Florida,Trump,43.93205,44.04564,26/08/2020
Florida,Biden,42.3892,45.60716,26/08/2020
Florida,Trump,39.95734,40.14617,26/08/2020
Florida,Biden,49.26485,49.63086,25/08/2020
Florida,Trump,43.67641,43.71869,25/08/2020
Florida,Biden,41.51059,43.52892,25/08/2020
Florida,Biden,49.60949,50.02392,24/08/2020
Florida,Trump,43.67359,43.65979,24/08/2020
Florida,Biden,40.08253,42.2023,24/08/2020
Florida,Biden,49.52871,49.98829,23/08/2020
Florida,Trump,43.61042,43.75082,23/08/2020
Florida,Biden,40.11538,41.45381,23/08/2020
Florida,Biden,49.53865,49.88835,22/08/2020
Florida,Trump,43.5135,43.84699,22/08/2020
Florida,Biden,40.10456,40.97044,22/08/2020
Florida,Biden,49.62726,49.90858,21/08/2020
Florida,Trump,43.68101,43.99014,21/08/2020
Florida,Biden,40.06623,40.22666,21/08/2020
Florida,Biden,49.66529,50.12367,20/08/2020
Florida,Trump,44.1587,44.70367,20/08/2020
Florida,Biden,40.15792,40.29583,20/08/2020
Florida,Biden,49.65895,50.09816,19/08/2020
Florida,Trump,44.15247,44.84573,19/08/2020
Florida,Biden,40.15694,40.26992,19/08/2020
Florida,Biden,49.6927,50.1409,18/08/2020
Florida,Trump,44.16923,44.84977,18/08/2020
Florida,Biden,49.56292,50.08905,17/08/2020
Florida,Trump,44.04764,44.74084,17/08/2020
Florida,Biden,49.56155,49.99147,16/08/2020
Florida,Trump,44.02834,44.84512,16/08/2020
Florida,Biden,49.70406,49.92192,15/08/2020
Florida,Trump,43.95179,44.50839,15/08/2020
Florida,Biden,49.70445,49.92219,14/08/2020
Florida,Trump,43.9517,44.5083,14/08/2020
Florida,Biden,49.72303,49.70308,13/08/2020
Florida,Trump,43.94981,44.4759,13/08/2020
Florida,Biden,49.54554,49.52173,12/08/2020
Florida,Trump,44.00645,44.34941,12/08/2020
Florida,Biden,49.45053,49.49488,11/08/2020
Florida,Trump,43.62315,44.0369,11/08/2020
Florida,Biden,49.52539,49.27706,10/08/2020
Florida,Trump,43.59395,43.87788,10/08/2020
Florida,Biden,49.46626,49.15493,09/08/2020
Florida,Trump,43.61333,43.9476,09/08/2020
Florida,Biden,49.46535,49.15859,08/08/2020
Florida,Trump,43.6151,43.94336,08/08/2020
Florida,Biden,49.46535,49.15859,07/08/2020
Florida,Trump,43.6151,43.94336,07/08/2020
Florida,Biden,49.49729,49.22719,06/08/2020
Florida,Trump,43.60603,44.09069,06/08/2020
Florida,Biden,50.06055,49.86708,05/08/2020
Florida,Trump,43.82031,44.37836,05/08/2020
Florida,Biden,50.05957,49.98783,04/08/2020
Florida,Trump,43.7916,44.20057,04/08/2020
Florida,Biden,50.02595,50.00445,03/08/2020
Florida,Trump,43.81891,44.12491,03/08/2020
Florida,Biden,49.91605,49.83876,02/08/2020
Florida,Trump,43.66957,43.91259,02/08/2020
Florida,Biden,49.91063,49.83398,01/08/2020
Florida,Trump,43.6697,43.92176,01/08/2020
Florida,Biden,49.91063,49.83398,31/07/2020
Florida,Trump,43.6697,43.92176,31/07/2020
Florida,Biden,49.88345,49.73317,30/07/2020
Florida,Trump,43.68943,43.74707,30/07/2020
Florida,Biden,49.91976,49.77028,29/07/2020
Florida,Trump,43.55854,43.59053,29/07/2020
Florida,Biden,50.21691,50.11631,28/07/2020
Florida,Trump,43.518,43.57582,28/07/2020
Florida,Biden,50.27283,50.1535,27/07/2020
Florida,Trump,43.03996,43.0673,27/07/2020
Florida,Biden,50.29718,50.23117,26/07/2020
Florida,Trump,43.03426,43.11038,26/07/2020
Florida,Biden,49.94232,49.82283,25/07/2020
Florida,Trump,42.20071,42.23524,25/07/2020
Florida,Biden,49.92696,49.81657,24/07/2020
Florida,Trump,42.20654,42.23381,24/07/2020
Florida,Biden,49.90687,49.79882,23/07/2020
Florida,Trump,42.22726,42.25536,23/07/2020
Florida,Biden,49.21584,48.78502,22/07/2020
Florida,Trump,42.64393,42.61905,22/07/2020
Florida,Biden,49.26637,49.27387,21/07/2020
Florida,Trump,42.63113,42.54028,21/07/2020
Florida,Biden,49.26687,49.27634,20/07/2020
Florida,Trump,42.63024,42.53947,20/07/2020
Florida,Biden,49.26497,49.28707,19/07/2020
Florida,Trump,42.63033,42.5228,19/07/2020
Florida,Biden,49.21125,49.23768,18/07/2020
Florida,Trump,42.62805,42.40312,18/07/2020
Florida,Biden,49.18836,49.20892,17/07/2020
Florida,Trump,42.6346,42.40406,17/07/2020
Florida,Biden,49.18864,49.20965,16/07/2020
Florida,Trump,42.63337,42.38482,16/07/2020
Florida,Biden,49.18903,49.2075,15/07/2020
Florida,Trump,42.63328,42.38629,15/07/2020
Florida,Biden,49.10577,49.06382,14/07/2020
Florida,Trump,42.76041,42.49209,14/07/2020
Florida,Biden,48.52374,48.52914,13/07/2020
Florida,Trump,42.95975,42.57642,13/07/2020
Florida,Biden,48.58571,48.78667,12/07/2020
Florida,Trump,42.94213,42.63018,12/07/2020
Florida,Biden,48.69421,48.89712,11/07/2020
Florida,Trump,42.89797,42.58069,11/07/2020
Florida,Biden,48.68966,48.88399,10/07/2020
Florida,Trump,42.8963,42.59253,10/07/2020
Florida,Biden,48.67682,48.86261,09/07/2020
Florida,Trump,42.90005,42.57249,09/07/2020
Florida,Biden,48.64764,48.80956,08/07/2020
Florida,Trump,42.91031,42.56761,08/07/2020
Florida,Biden,48.69647,49.02334,07/07/2020
Florida,Trump,42.89943,42.7494,07/07/2020
Florida,Biden,48.69623,48.99254,06/07/2020
Florida,Trump,42.89933,42.731,06/07/2020
Florida,Biden,48.69664,48.9977,05/07/2020
Florida,Trump,42.89846,42.72932,05/07/2020
Florida,Biden,48.69393,48.99494,04/07/2020
Florida,Trump,42.89865,42.72947,04/07/2020
Florida,Biden,48.69393,48.99494,03/07/2020
Florida,Trump,42.89356,42.72405,03/07/2020
Florida,Biden,49.0134,49.43217,02/07/2020
Florida,Trump,42.56929,42.31031,02/07/2020
Florida,Biden,49.02171,49.38848,01/07/2020
Florida,Trump,42.52656,42.21274,01/07/2020
Florida,Biden,48.80515,49.41015,30/06/2020
Florida,Trump,42.52862,42.11544,30/06/2020
Florida,Biden,48.82873,49.26454,29/06/2020
Florida,Trump,42.51274,42.06092,29/06/2020
Florida,Biden,48.90322,49.32173,28/06/2020
Florida,Trump,42.55454,42.10556,28/06/2020
Florida,Biden,48.90322,49.32173,27/06/2020
Florida,Trump,42.55454,42.10556,27/06/2020
Florida,Biden,48.91436,49.33611,26/06/2020
Florida,Trump,42.55944,42.10706,26/06/2020
Florida,Biden,48.85942,49.21989,25/06/2020
Florida,Trump,42.52739,41.95737,25/06/2020
Florida,Biden,49.07325,49.9844,24/06/2020
Florida,Trump,43.4793,42.63239,24/06/2020
Florida,Biden,49.14972,50.03712,23/06/2020
Florida,Trump,43.49593,42.90503,23/06/2020
Florida,Biden,49.10122,49.82361,22/06/2020
Florida,Trump,43.49649,42.84805,22/06/2020
Florida,Biden,49.03861,49.59812,21/06/2020
Florida,Trump,43.48422,42.84244,21/06/2020
Florida,Biden,49.03945,49.61673,20/06/2020
Florida,Trump,43.4837,42.83099,20/06/2020
Florida,Biden,49.03864,49.56013,19/06/2020
Florida,Trump,43.48299,42.78432,19/06/2020
Florida,Biden,49.03159,49.57545,18/06/2020
Florida,Trump,43.48368,42.77546,18/06/2020
Florida,Biden,49.19836,49.68922,17/06/2020
Florida,Trump,43.48041,42.8078,17/06/2020
Florida,Biden,49.03072,49.72895,16/06/2020
Florida,Trump,43.4843,42.89843,16/06/2020
Florida,Biden,49.02989,49.46834,15/06/2020
Florida,Trump,43.48458,43.00391,15/06/2020
Florida,Biden,49.02963,49.45992,14/06/2020
Florida,Trump,43.48445,42.9942,14/06/2020
Florida,Biden,48.63953,49.10048,13/06/2020
Florida,Trump,43.867,43.2716,13/06/2020
Florida,Biden,47.84482,48.43606,12/06/2020
Florida,Trump,45.24336,44.94352,12/06/2020
Florida,Biden,47.84986,48.4411,11/06/2020
Florida,Trump,45.24236,44.94252,11/06/2020
Florida,Biden,47.84589,48.43738,10/06/2020
Florida,Trump,45.24312,44.94325,10/06/2020
Florida,Biden,47.84801,48.408,09/06/2020
Florida,Trump,45.24353,44.97935,09/06/2020
Florida,Biden,47.84271,48.29892,08/06/2020
Florida,Trump,45.24451,45.07691,08/06/2020
Florida,Biden,47.83819,48.29438,07/06/2020
Florida,Trump,45.24571,45.07816,07/06/2020
Florida,Biden,47.85532,48.34124,06/06/2020
Florida,Trump,45.24324,45.20599,06/06/2020
Florida,Biden,47.85617,48.21652,05/06/2020
Florida,Trump,45.24341,45.31594,05/06/2020
Florida,Biden,47.85591,48.03403,04/06/2020
Florida,Trump,45.24356,45.32273,04/06/2020
Florida,Biden,47.85529,48.02265,03/06/2020
Florida,Trump,45.24358,45.40311,03/06/2020
Florida,Biden,47.83777,47.83928,02/06/2020
Florida,Trump,45.23995,45.10775,02/06/2020
Florida,Biden,47.77597,47.80669,01/06/2020
Florida,Trump,45.22672,45.07511,01/06/2020
Florida,Biden,47.85242,47.75618,31/05/2020
Florida,Trump,45.24438,45.09131,31/05/2020
Florida,Biden,47.74655,47.75166,30/05/2020
Florida,Trump,45.26962,45.1254,30/05/2020
Florida,Biden,47.67682,47.54842,29/05/2020
Florida,Trump,45.35888,45.13956,29/05/2020
Florida,Biden,47.67682,47.54842,28/05/2020
Florida,Trump,45.35888,45.13956,28/05/2020
Florida,Biden,47.74043,47.48215,27/05/2020
Florida,Trump,45.31813,44.91739,27/05/2020
Florida,Biden,47.83603,47.94172,26/05/2020
Florida,Trump,45.00033,44.69758,26/05/2020
Florida,Biden,47.86739,47.69754,25/05/2020
Florida,Trump,45.00964,44.66632,25/05/2020
Florida,Biden,47.86739,47.69754,24/05/2020
Florida,Trump,45.00964,44.66632,24/05/2020
Florida,Biden,47.85667,47.7869,23/05/2020
Florida,Trump,45.01015,44.68735,23/05/2020
Florida,Biden,47.81012,47.80528,22/05/2020
Florida,Trump,44.98983,44.762,22/05/2020
Florida,Biden,47.80191,47.79999,21/05/2020
Florida,Trump,44.98669,44.758,21/05/2020
Florida,Biden,47.86842,47.88781,20/05/2020
Florida,Trump,45.01058,44.78358,20/05/2020
Florida,Biden,47.86905,47.92138,19/05/2020
Florida,Trump,45.00869,44.90301,19/05/2020
Florida,Biden,47.86861,47.79081,18/05/2020
Florida,Trump,45.00829,44.91938,18/05/2020
Florida,Biden,47.8467,47.95758,17/05/2020
Florida,Trump,44.99546,45.15508,17/05/2020
Florida,Biden,47.81021,47.98749,16/05/2020
Florida,Trump,44.89359,45.02521,16/05/2020
Florida,Biden,47.81396,47.95295,15/05/2020
Florida,Trump,44.88949,45.08827,15/05/2020
Florida,Biden,47.79607,47.93495,14/05/2020
Florida,Trump,44.87603,45.07481,14/05/2020
Florida,Biden,48.29629,48.17916,13/05/2020
Florida,Trump,45.6922,45.68578,13/05/2020
Florida,Biden,48.29365,48.22686,12/05/2020
Florida,Trump,45.6778,45.5926,12/05/2020
Florida,Biden,47.4435,47.21368,11/05/2020
Florida,Trump,45.30192,45.13283,11/05/2020
Florida,Biden,47.44332,47.21554,10/05/2020
Florida,Trump,45.30198,45.13927,10/05/2020
Florida,Biden,47.45687,47.04105,09/05/2020
Florida,Trump,45.27771,44.92625,09/05/2020
Florida,Biden,47.44516,47.18368,08/05/2020
Florida,Trump,45.3015,45.12929,08/05/2020
Florida,Biden,47.45745,47.18711,07/05/2020
Florida,Trump,45.29052,45.1259,07/05/2020
Florida,Biden,47.46582,47.19625,06/05/2020
Florida,Trump,45.28316,45.12281,06/05/2020
Florida,Biden,47.46209,47.40923,05/05/2020
Florida,Trump,45.29227,45.15574,05/05/2020
Florida,Biden,47.51342,47.62379,04/05/2020
Florida,Trump,45.2642,45.01016,04/05/2020
Florida,Biden,47.53959,47.46877,03/05/2020
Florida,Trump,45.25858,45.08243,03/05/2020
Florida,Biden,47.49664,47.56789,02/05/2020
Florida,Trump,45.27951,45.05833,02/05/2020
